Year,NOC,Sport,Event,Name,entry_type,Prob_Medal,Prob_Gold,past_total_medals,past_gold_medals,past_best_result,past_weighted_ratio
2028,LAT,3x3 Basketball,Men,Francis Lacis,athlete,0.5545510545250558,0.5796529936714484,0,0,0,0.0
2028,LAT,3x3 Basketball,Men,Zigmars Raimo,athlete,0.5545510545250558,0.5796529936714484,0,0,0,0.0
2028,SRB,3x3 Basketball,Men,Marko Brankovic,athlete,0.4939438486246914,0.19335976985822612,0,0,0,0.0
2028,SRB,3x3 Basketball,Men,Strahinja Stojacic,athlete,0.4939438486246914,0.19335976985822612,0,0,0,0.0
2028,USA,3x3 Basketball,Men,Canyon Barry,athlete,0.42122504137256295,0.2821748155440899,0,0,0,0.0
2028,USA,3x3 Basketball,Men,Dylan Travis,athlete,0.42122504137256295,0.2821748155440899,0,0,0,0.0
2028,USA,3x3 Basketball,Men,Jimmer Fredette,athlete,0.42122504137256295,0.2821748155440899,0,0,0,0.0
2028,USA,3x3 Basketball,Men,Kareem Maddox,athlete,0.42122504137256295,0.2821748155440899,0,0,0,0.0
2028,CHN,3x3 Basketball,Men,Jiaren Zhao,athlete,0.33475535981394944,0.09101388899921227,0,0,0,0.0
2028,CHN,3x3 Basketball,Men,Ning Zhang,athlete,0.33475535981394944,0.09101388899921227,0,0,0,0.0
2028,CHN,3x3 Basketball,Men,Wenbo Lu,athlete,0.33475535981394944,0.09101388899921227,0,0,0,0.0
2028,CHN,3x3 Basketball,Men,Yuanbo Zhu,athlete,0.33475535981394944,0.09101388899921227,0,0,0,0.0
2028,LTU,3x3 Basketball,Men,Aurelijus Pukelis,athlete,0.24315762620997525,0.14332620564734877,1,0,1,1.0
2028,LTU,3x3 Basketball,Men,Evaldas Dziaugys,athlete,0.24315762620997525,0.14332620564734877,1,0,1,1.0
2028,LTU,3x3 Basketball,Men,Gintautas Matulis,athlete,0.24315762620997525,0.14332620564734877,1,0,1,1.0
2028,LTU,3x3 Basketball,Men,Sarunas Vingelis,athlete,0.24315762620997525,0.14332620564734877,1,0,1,1.0
2028,SRB,3x3 Basketball,Men,Dejan Majstorovic,athlete,0.22290933143600689,0.1430070686140475,1,0,1,0.5
2028,SRB,3x3 Basketball,Men,Mihailo Vasic,athlete,0.22290933143600689,0.1430070686140475,1,0,1,0.5
2028,LAT,3x3 Basketball,Men,Karlis Lasmanis,athlete,0.17349707103529513,0.3865296684938276,1,1,3,1.5
2028,LAT,3x3 Basketball,Men,Nauris Miezis,athlete,0.17349707103529513,0.3865296684938276,1,1,3,1.5
2028,POL,3x3 Basketball,Men,Adrian Bogucki,athlete,0.16743860005507152,0.19683932579300262,0,0,0,0.0
2028,POL,3x3 Basketball,Men,Fili Matczak,athlete,0.16743860005507152,0.19683932579300262,0,0,0,0.0
2028,POL,3x3 Basketball,Men,Michal Sokolowski,athlete,0.16743860005507152,0.19683932579300262,0,0,0,0.0
2028,POL,3x3 Basketball,Men,Przemyslaw Zamojski,athlete,0.16743860005507152,0.19683932579300262,0,0,0,0.0
2028,FRA,3x3 Basketball,Men,Franck Seguela,athlete,0.13898936055607702,0.07684633182838412,1,0,2,2.0
2028,FRA,3x3 Basketball,Men,Jules Rambaut,athlete,0.13898936055607702,0.07684633182838412,1,0,2,2.0
2028,FRA,3x3 Basketball,Men,Lucas Dussoulier,athlete,0.13898936055607702,0.07684633182838412,1,0,2,2.0
2028,FRA,3x3 Basketball,Men,Timothe Vergiat,athlete,0.13898936055607702,0.07684633182838412,1,0,2,2.0
2028,NED,3x3 Basketball,Men,Arvin Slagter,athlete,0.12228668219707213,0.5328767664368582,1,1,3,1.5
2028,NED,3x3 Basketball,Men,Jan Driessen,athlete,0.12228668219707213,0.5328767664368582,1,1,3,3.0
2028,NED,3x3 Basketball,Men,de Worthy,athlete,0.12228668219707213,0.5328767664368582,1,1,3,3.0
2028,NED,3x3 Basketball,Men,van Dimeo,athlete,0.12228668219707213,0.5328767664368582,1,1,3,1.5
2028,CHN,3x3 Basketball,Women,Mingling Chen,athlete,0.41796480432726435,0.14964772764776088,0,0,0,0.0
2028,FRA,3x3 Basketball,Women,Eve Paget,athlete,0.36402042642378435,0.14284415604862827,0,0,0,0.0
2028,FRA,3x3 Basketball,Women,Hortense Limouzin,athlete,0.36402042642378435,0.14284415604862827,0,0,0,0.0
2028,FRA,3x3 Basketball,Women,Laetitia Guapo,athlete,0.36402042642378435,0.14284415604862827,0,0,0,0.0
2028,FRA,3x3 Basketball,Women,Myriam Djekoundade,athlete,0.36402042642378435,0.14284415604862827,0,0,0,0.0
2028,AZE,3x3 Basketball,Women,Alexandra Mollenhauer,athlete,0.3514538581976112,0.2589729113362654,0,0,0,0.0
2028,AZE,3x3 Basketball,Women,Dina Ulyanova,athlete,0.3514538581976112,0.2589729113362654,0,0,0,0.0
2028,AZE,3x3 Basketball,Women,Marcedes Walker,athlete,0.3514538581976112,0.2589729113362654,0,0,0,0.0
2028,AZE,3x3 Basketball,Women,Tiffany Hayes,athlete,0.3514538581976112,0.2589729113362654,0,0,0,0.0
2028,CAN,3x3 Basketball,Women,Kacie Bosch,athlete,0.3335817822343799,0.23835360833592353,0,0,0,0.0
2028,CAN,3x3 Basketball,Women,Katherine Plouffe,athlete,0.3335817822343799,0.23835360833592353,0,0,0,0.0
2028,CAN,3x3 Basketball,Women,Michelle Plouffe,athlete,0.3335817822343799,0.23835360833592353,0,0,0,0.0
2028,CAN,3x3 Basketball,Women,Paige Crozon,athlete,0.3335817822343799,0.23835360833592353,0,0,0,0.0
2028,AUS,3x3 Basketball,Women,Alex Wilson,athlete,0.3147359873098381,0.2541809492734802,0,0,0,0.0
2028,AUS,3x3 Basketball,Women,Anneli Maley,athlete,0.3147359873098381,0.2541809492734802,0,0,0,0.0
2028,AUS,3x3 Basketball,Women,Lauren Mansfield,athlete,0.3147359873098381,0.2541809492734802,0,0,0,0.0
2028,AUS,3x3 Basketball,Women,Marena Whittle,athlete,0.3147359873098381,0.2541809492734802,0,0,0,0.0
2028,USA,3x3 Basketball,Women,Cierra Burdick,athlete,0.2752282568542867,0.1889428240787085,1,0,1,1.0
2028,USA,3x3 Basketball,Women,Dearica Hamby,athlete,0.2752282568542867,0.1889428240787085,1,0,1,1.0
2028,USA,3x3 Basketball,Women,Rhyne Howard,athlete,0.2752282568542867,0.1889428240787085,1,0,1,1.0
2028,USA,3x3 Basketball,Women,van Hailey,athlete,0.2752282568542867,0.1889428240787085,1,0,1,1.0
2028,GER,3x3 Basketball,Women,Elisa Mevius,athlete,0.2660959826504319,0.4936613587719787,1,1,3,3.0
2028,GER,3x3 Basketball,Women,Marie Reichert,athlete,0.2660959826504319,0.4936613587719787,1,1,3,3.0
2028,GER,3x3 Basketball,Women,Sonja Greinacher,athlete,0.2660959826504319,0.4936613587719787,1,1,3,3.0
2028,GER,3x3 Basketball,Women,Svenja Brunckhorst,athlete,0.2660959826504319,0.4936613587719787,1,1,3,3.0
2028,CHN,3x3 Basketball,Women,Jiyuan Wan,athlete,0.20373498405657187,0.09321472038098362,1,0,1,0.5
2028,CHN,3x3 Basketball,Women,Lili Wang,athlete,0.20373498405657187,0.09321472038098362,1,0,1,0.5
2028,CHN,3x3 Basketball,Women,Zhiting Zhang,athlete,0.20373498405657187,0.09321472038098362,1,0,1,0.5
2028,ESP,3x3 Basketball,Women,Gracia Alonso,athlete,0.20265627345075252,0.122756404785953,1,0,2,2.0
2028,ESP,3x3 Basketball,Women,Juana Camilion,athlete,0.20265627345075252,0.122756404785953,1,0,2,2.0
2028,ESP,3x3 Basketball,Women,Sandra Ygueravide,athlete,0.20265627345075252,0.122756404785953,1,0,2,2.0
2028,ESP,3x3 Basketball,Women,Vega Gimeno,athlete,0.20265627345075252,0.122756404785953,1,0,2,2.0
2028,AUS,"3x3 Basketball, Basketball",Women,Amy Atwell,athlete,0.0,0.0,0,0,0,0.0
2028,KOR,Archery,Men's Individual,Woojin Kim,athlete,0.8568297108031316,0.8276926378165257,2,2,3,2.0
2028,KOR,Archery,Men's Individual,Deok Kim,athlete,0.8534040365254398,0.8243280545074059,2,2,3,1.5
2028,KOR,Archery,Men's Individual,Wooseok Lee,athlete,0.7176142474410752,0.7206949419909887,1,0,1,1.0
2028,USA,Archery,Men's Individual,Brady Ellison,athlete,0.6414070231126549,0.2705023099346901,4,0,2,0.7
2028,TUR,Archery,Men's Individual,Mete Gazoz,athlete,0.61452156009484,0.25371747611822226,1,1,3,0.75
2028,ITA,Archery,Men's Individual,Mauro Nespoli,athlete,0.5661613361993703,0.2897431876906369,3,1,3,0.7777777777777778
2028,NED,Archery,Men's Individual,Steve Wijler,athlete,0.49729541514725617,0.24643543081318836,1,0,2,0.5
2028,JPN,Archery,Men's Individual,Takaharu Furukawa,athlete,0.48164579435105376,0.1598642656609727,3,0,2,0.4444444444444444
2028,TPE,Archery,Men's Individual,Chih-chun Tang,athlete,0.4598980819775178,0.19168218019114774,1,0,2,0.5
2028,GER,Archery,Men's Individual,Florian Unruh,athlete,0.3115377786840989,0.13618715546470683,0,0,0,0.0
2028,FRA,Archery,Men's Individual,Baptiste Addis,athlete,0.30759693796140647,0.15285476391025946,0,0,0,0.0
2028,FRA,Archery,Men's Individual,Jean-charles Valladont,athlete,0.30759693796140647,0.15285476391025946,0,0,0,0.0
2028,FRA,Archery,Men's Individual,Thomas Chirault,athlete,0.30759693796140647,0.15285476391025946,0,0,0,0.0
2028,TPE,Archery,Men's Individual,Yu-hsuan Tai,athlete,0.2872824673151743,0.1299283317393453,0,0,0,0.0
2028,TPE,Archery,Men's Individual,Zih-siang Lin,athlete,0.2872824673151743,0.1299283317393453,0,0,0,0.0
2028,ITA,Archery,Men's Individual,Alessandro Paoli,athlete,0.27254505038054516,0.190276973391922,0,0,0,0.0
2028,ITA,Archery,Men's Individual,Federico Musolesi,athlete,0.27254505038054516,0.190276973391922,0,0,0,0.0
2028,MEX,Archery,Men's Individual,Bruno Martinez,athlete,0.2719015320479197,0.15049181684295654,0,0,0,0.0
2028,MEX,Archery,Men's Individual,Carlos Rojas,athlete,0.2719015320479197,0.15049181684295654,0,0,0,0.0
2028,MEX,Archery,Men's Individual,Matias Grande,athlete,0.2719015320479197,0.15049181684295654,0,0,0,0.0
2028,TUR,Archery,Men's Individual,Abdullah Yildirmis,athlete,0.26994029141744763,0.20421811039011445,0,0,0,0.0
2028,TUR,Archery,Men's Individual,Berkim Tumer,athlete,0.26994029141744763,0.20421811039011445,0,0,0,0.0
2028,UKR,Archery,Men's Individual,Mykhailo Usach,athlete,0.26752565876320394,0.15283635832682888,0,0,0,0.0
2028,CHN,Archery,Men's Individual,Wenchao Kao,athlete,0.2658278442957801,0.12691116078509937,0,0,0,0.0
2028,CHN,Archery,Men's Individual,Yan Wang,athlete,0.2658278442957801,0.12691116078509937,0,0,0,0.0
2028,CHN,Archery,Men's Individual,Zhongyuan Li,athlete,0.2658278442957801,0.12691116078509937,0,0,0,0.0
2028,JPN,Archery,Men's Individual,Fumiya Saito,athlete,0.2626919976665754,0.11398505509436627,0,0,0,0.0
2028,JPN,Archery,Men's Individual,Junya Nakanishi,athlete,0.2626919976665754,0.11398505509436627,0,0,0,0.0
2028,UZB,Archery,Men's Individual,Amirkhon Sadikov,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,CHI,Archery,Men's Individual,Andres Gallardo,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,ARG,Archery,Men's Individual,Damian Jajarabilla,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,CHA,Archery,Men's Individual,Israel Madaye,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,ISV,Archery,Men's Individual,Nicholas D'amour,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,ESA,Archery,Men's Individual,Oscar Ticas,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,ISR,Archery,Men's Individual,Roy Dror,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,VIE,Archery,Men's Individual,le Phong,athlete,0.2619255014817844,0.1818778827484219,0,0,0,0.0
2028,CUB,Archery,Men's Individual,Hugo Franco,athlete,0.25625622269915194,0.1818778827484219,0,0,0,0.0
2028,CZE,Archery,Men's Individual,Adam Li,athlete,0.2555946583428697,0.1818778827484219,0,0,0,0.0
2028,FIN,Archery,Men's Individual,Antti Tekoniemi,athlete,0.25495089539547766,0.19542875557870254,0,0,0,0.0
2028,LUX,Archery,Men's Individual,Pit Klein,athlete,0.2521613282117836,0.1760751123472161,0,0,0,0.0
2028,COL,Archery,Men's Individual,Andres Hernandez,athlete,0.25180324185625375,0.1818778827484219,0,0,0,0.0
2028,COL,Archery,Men's Individual,Jorge Enriquez,athlete,0.25180324185625375,0.1818778827484219,0,0,0,0.0
2028,COL,Archery,Men's Individual,Santiago Arcila,athlete,0.25180324185625375,0.1818778827484219,0,0,0,0.0
2028,ESP,Archery,Men's Individual,Pablo Acha,athlete,0.2507401631455645,0.18911761208637348,0,0,0,0.0
2028,RSA,Archery,Men's Individual,Wian Roux,athlete,0.2504561012535553,0.17564254185046366,0,0,0,0.0
2028,EGY,Archery,Men's Individual,Youssof Tolba,athlete,0.24995538626607455,0.1818778827484219,0,0,0,0.0
2028,MDA,Archery,Men's Individual,Dan Olaru,athlete,0.24916511376654643,0.1818778827484219,0,0,0,0.0
2028,BAN,Archery,Men's Individual,Sagor Islam,athlete,0.2472874384321198,0.1818778827484219,0,0,0,0.0
2028,BRA,Archery,Men's Individual,Marcus D'almeida,athlete,0.24704653833174503,0.17246666460659452,0,0,0,0.0
2028,AUS,Archery,Men's Individual,Peter Boukouvalas,athlete,0.24464838708177405,0.1508407133646757,0,0,0,0.0
2028,GBR,Archery,Men's Individual,Alex Wise,athlete,0.24409696510189668,0.12755715157826547,0,0,0,0.0
2028,GBR,Archery,Men's Individual,Conor Hall,athlete,0.24409696510189668,0.12755715157826547,0,0,0,0.0
2028,GBR,Archery,Men's Individual,Tom Hall,athlete,0.24409696510189668,0.12755715157826547,0,0,0,0.0
2028,SLO,Archery,Men's Individual,Ziga Ravnikar,athlete,0.24409344319656745,0.1818778827484219,0,0,0,0.0
2028,MGL,Archery,Men's Individual,Otgonbold Baatarkhuyag,athlete,0.23933864866458052,0.17418351149093683,0,0,0,0.0
2028,KAZ,Archery,Men's Individual,Alexandr Yeremenko,athlete,0.22926095020272413,0.13575366822545246,0,0,0,0.0
2028,KAZ,Archery,Men's Individual,Dauletkeldi Zhangbyrbay,athlete,0.22926095020272413,0.13575366822545246,0,0,0,0.0
2028,KAZ,Archery,Men's Individual,Ilfat Abdullin,athlete,0.22926095020272413,0.13575366822545246,0,0,0,0.0
2028,INA,Archery,Men's Individual,Arif Pangestu,athlete,0.22564357476420085,0.1542836299945758,0,0,0,0.0
2028,BHU,Archery,Men's Individual,Lam Dorji,athlete,0.19711859238129878,0.16454402064300916,0,0,0,0.0
2028,CAN,Archery,Men's Individual,Eric Peters,athlete,0.1785393004714152,0.15736132442833928,0,0,0,0.0
2028,IND,Archery,Men's Individual,Dhiraj Bommadevara,athlete,0.1749938075982397,0.14361767613775286,0,0,0,0.0
2028,IND,Archery,Men's Individual,Ramesh Jadhav,athlete,0.1749938075982397,0.14361767613775286,0,0,0,0.0
2028,IND,Archery,Men's Individual,Tarundee Rai,athlete,0.1749938075982397,0.14361767613775286,0,0,0,0.0
2028,KOR,Archery,Men's Team,Deok Kim,athlete,0.8968793242781038,0.9343962031477162,3,3,3,1.8
2028,KOR,Archery,Men's Team,Woojin Kim,athlete,0.8968793242781038,0.9343962031477162,3,3,3,2.25
2028,KOR,Archery,Men's Team,Wooseok Lee,athlete,0.8907336521733785,0.9378641660040968,2,1,3,2.0
2028,FRA,Archery,Men's Team,Baptiste Addis,athlete,0.686408469688168,0.47593564852425735,1,0,2,1.0
2028,FRA,Archery,Men's Team,Jean-charles Valladont,athlete,0.6723022468644215,0.26927112949696863,1,0,2,0.5
2028,FRA,Archery,Men's Team,Thomas Chirault,athlete,0.6723022468644215,0.26927112949696863,1,0,2,0.5
2028,TUR,Archery,Men's Team,Mete Gazoz,athlete,0.6674496637343046,0.3735999687721124,2,1,3,0.8
2028,ITA,Archery,Men's Team,Mauro Nespoli,athlete,0.6295754078993803,0.3648208712325578,3,1,3,0.7
2028,TUR,Archery,Men's Team,Abdullah Yildirmis,athlete,0.6088646469143885,0.27291401245262525,1,0,1,0.5
2028,TUR,Archery,Men's Team,Berkim Tumer,athlete,0.6088646469143885,0.27291401245262525,1,0,1,0.5
2028,TPE,Archery,Men's Team,Chih-chun Tang,athlete,0.5981612932877909,0.19622101315933344,1,0,2,0.4
2028,JPN,Archery,Men's Team,Takaharu Furukawa,athlete,0.581479623015158,0.19651602184857975,3,0,2,0.4
2028,TPE,Archery,Men's Team,Yu-hsuan Tai,athlete,0.5167126759537279,0.16448194547957357,0,0,0,0.0
2028,TPE,Archery,Men's Team,Zih-siang Lin,athlete,0.5167126759537279,0.16448194547957357,0,0,0,0.0
2028,ITA,Archery,Men's Team,Alessandro Paoli,athlete,0.4508797162235402,0.2475060944078511,0,0,0,0.0
2028,ITA,Archery,Men's Team,Federico Musolesi,athlete,0.4508797162235402,0.2475060944078511,0,0,0,0.0
2028,JPN,Archery,Men's Team,Fumiya Saito,athlete,0.44578188406986896,0.15546846012075743,0,0,0,0.0
2028,JPN,Archery,Men's Team,Junya Nakanishi,athlete,0.44578188406986896,0.15546846012075743,0,0,0,0.0
2028,MEX,Archery,Men's Team,Bruno Martinez,athlete,0.4299676024316085,0.1893471362181307,0,0,0,0.0
2028,MEX,Archery,Men's Team,Carlos Rojas,athlete,0.4299676024316085,0.1893471362181307,0,0,0,0.0
2028,MEX,Archery,Men's Team,Matias Grande,athlete,0.4299676024316085,0.1893471362181307,0,0,0,0.0
2028,GBR,Archery,Men's Team,Alex Wise,athlete,0.41756760054008163,0.17729026863303768,0,0,0,0.0
2028,GBR,Archery,Men's Team,Conor Hall,athlete,0.41756760054008163,0.17729026863303768,0,0,0,0.0
2028,GBR,Archery,Men's Team,Tom Hall,athlete,0.41756760054008163,0.17729026863303768,0,0,0,0.0
2028,CHN,Archery,Men's Team,Wenchao Kao,athlete,0.4097398200026886,0.144289044380033,0,0,0,0.0
2028,CHN,Archery,Men's Team,Yan Wang,athlete,0.4097398200026886,0.144289044380033,0,0,0,0.0
2028,CHN,Archery,Men's Team,Zhongyuan Li,athlete,0.4097398200026886,0.144289044380033,0,0,0,0.0
2028,COL,Archery,Men's Team,Andres Hernandez,athlete,0.40680938877100736,0.23056247084815312,0,0,0,0.0
2028,COL,Archery,Men's Team,Jorge Enriquez,athlete,0.40680938877100736,0.23056247084815312,0,0,0,0.0
2028,COL,Archery,Men's Team,Santiago Arcila,athlete,0.40680938877100736,0.23056247084815312,0,0,0,0.0
2028,KAZ,Archery,Men's Team,Alexandr Yeremenko,athlete,0.3680783300616561,0.17041606408626106,0,0,0,0.0
2028,KAZ,Archery,Men's Team,Dauletkeldi Zhangbyrbay,athlete,0.3680783300616561,0.17041606408626106,0,0,0,0.0
2028,KAZ,Archery,Men's Team,Ilfat Abdullin,athlete,0.3680783300616561,0.17041606408626106,0,0,0,0.0
2028,IND,Archery,Men's Team,Dhiraj Bommadevara,athlete,0.2677831192520147,0.19230226423748412,0,0,0,0.0
2028,IND,Archery,Men's Team,Ramesh Jadhav,athlete,0.2677831192520147,0.19230226423748412,0,0,0,0.0
2028,IND,Archery,Men's Team,Tarundee Rai,athlete,0.2677831192520147,0.19230226423748412,0,0,0,0.0
2028,KOR,Archery,Mixed Team,Sihyeon Lim,athlete,0.9133917319075141,0.9096434551802487,1,1,3,3.0
2028,KOR,Archery,Mixed Team,Woojin Kim,athlete,0.8760989653754152,0.8958499574139569,4,4,3,2.4
2028,USA,Archery,Mixed Team,Brady Ellison,athlete,0.6794011015163001,0.293038399289191,5,0,2,0.7272727272727273
2028,FRA,Archery,Mixed Team,Baptiste Addis,athlete,0.6441743530317102,0.2732271955868955,1,0,2,0.6666666666666666
2028,TUR,Archery,Mixed Team,Mete Gazoz,athlete,0.6014167609772806,0.28400002911311917,2,1,3,0.6666666666666666
2028,GER,Archery,Mixed Team,Florian Unruh,athlete,0.5852231463254359,0.19329200669382687,1,0,2,0.5
2028,GER,Archery,Mixed Team,Michelle Kroppen,athlete,0.5810041649624829,0.21072260893977496,2,0,2,0.75
2028,ITA,Archery,Mixed Team,Mauro Nespoli,athlete,0.564738143347518,0.2515146038469436,3,1,3,0.6363636363636364
2028,NED,Archery,Mixed Team,Steve Wijler,athlete,0.5458777242198692,0.24429615760901374,1,0,2,0.4
2028,USA,Archery,Mixed Team,Casey Kaufhold,athlete,0.49129182079774714,0.26743513722377094,1,0,1,0.3333333333333333
2028,MEX,Archery,Mixed Team,Alejandra Valencia,athlete,0.4730028562429384,0.14623177455295885,1,0,1,0.25
2028,CHN,Archery,Mixed Team,Xiaolei Yang,athlete,0.41550999500974234,0.11502523879063302,0,0,0,0.0
2028,FRA,Archery,Mixed Team,Lisa Barbelin,athlete,0.3674184873766216,0.14726842659314232,0,0,0,0.0
2028,TPE,Archery,Mixed Team,Yu-hsuan Tai,athlete,0.36680588366703937,0.1388588306620884,0,0,0,0.0
2028,CHN,Archery,Mixed Team,Yan Wang,athlete,0.3647012494025519,0.10739695740969868,0,0,0,0.0
2028,NED,Archery,Mixed Team,Gaby Schloesser,athlete,0.34913497814011174,0.16895759135561395,0,0,0,0.0
2028,TPE,Archery,Mixed Team,Chien-ying Lei,athlete,0.34279462965505514,0.12259530044638423,0,0,0,0.0
2028,MEX,Archery,Mixed Team,Matias Grande,athlete,0.34270885561279696,0.15030719951942137,0,0,0,0.0
2028,UKR,Archery,Mixed Team,Mykhailo Usach,athlete,0.3412644334092749,0.1574674084251209,0,0,0,0.0
2028,UZB,Archery,Mixed Team,Amirkhon Sadikov,athlete,0.3356642761278554,0.19411579018083067,0,0,0,0.0
2028,ISR,Archery,Mixed Team,Roy Dror,athlete,0.3356642761278554,0.19411579018083067,0,0,0,0.0
2028,VIE,Archery,Mixed Team,le Phong,athlete,0.3356642761278554,0.19411579018083067,0,0,0,0.0
2028,ITA,Archery,Mixed Team,Chiara Rebagliati,athlete,0.33262748842884166,0.1490143714364212,0,0,0,0.0
2028,UKR,Archery,Mixed Team,Veronika Marchenko,athlete,0.3322285115182636,0.13432209453012414,0,0,0,0.0
2028,GBR,Archery,Mixed Team,Alex Wise,athlete,0.33185125983911734,0.12840574133859797,0,0,0,0.0
2028,CZE,Archery,Mixed Team,Adam Li,athlete,0.32933343298894074,0.19411579018083067,0,0,0,0.0
2028,ISR,Archery,Mixed Team,Mikaella Moshe,athlete,0.32662835423684405,0.17620464153686083,0,0,0,0.0
2028,VIE,Archery,Mixed Team,Nguyet Do,athlete,0.32662835423684405,0.17569513799076156,0,0,0,0.0
2028,UZB,Archery,Mixed Team,Ziyodakhon Abdusattorova,athlete,0.32662835423684405,0.17620464153686083,0,0,0,0.0
2028,ESP,Archery,Mixed Team,Pablo Acha,athlete,0.32447893779163556,0.19831944329034584,0,0,0,0.0
2028,JPN,Archery,Mixed Team,Junya Nakanishi,athlete,0.32434993385592753,0.1406148977365539,0,0,0,0.0
2028,EGY,Archery,Mixed Team,Youssof Tolba,athlete,0.3236941609121456,0.19411579018083067,0,0,0,0.0
2028,MDA,Archery,Mixed Team,Dan Olaru,athlete,0.3229038884126175,0.19411579018083067,0,0,0,0.0
2028,CZE,Archery,Mixed Team,Marie Horackova,athlete,0.3202975110979294,0.17620464153686083,0,0,0,0.0
2028,TUR,Archery,Mixed Team,Berra Gokkir,athlete,0.3196171152035063,0.16744479554761763,0,0,0,0.0
2028,COL,Archery,Mixed Team,Santiago Arcila,athlete,0.31786397837794067,0.19411579018083067,0,0,0,0.0
2028,SLO,Archery,Mixed Team,Ziga Ravnikar,athlete,0.31783221784263854,0.19411579018083067,0,0,0,0.0
2028,EGY,Archery,Mixed Team,Jana Ali,athlete,0.31465823902113427,0.17620464153686083,0,0,0,0.0
2028,AUS,Archery,Mixed Team,Peter Boukouvalas,athlete,0.3138847114444702,0.15404912702810417,0,0,0,0.0
2028,BRA,Archery,Mixed Team,Marcus D'almeida,athlete,0.31309370368675166,0.1832586392521055,0,0,0,0.0
2028,ESP,Archery,Mixed Team,Elia Canales,athlete,0.3129485886980149,0.18344437087481238,0,0,0,0.0
2028,JPN,Archery,Mixed Team,Satsuki Noda,athlete,0.30883010327674576,0.10439514178477462,0,0,0,0.0
2028,COL,Archery,Mixed Team,Ana Rendon,athlete,0.30880623784965133,0.17620464153686083,0,0,0,0.0
2028,INA,Archery,Mixed Team,Diananda Choirunisa,athlete,0.30567704060138834,0.14723700082616623,0,0,0,0.0
2028,SLO,Archery,Mixed Team,Zana Pintaric,athlete,0.30565934571755815,0.17620464153686083,0,0,0,0.0
2028,GBR,Archery,Mixed Team,Bryony Pitman,athlete,0.30562954551532007,0.115161920213306,0,0,0,0.0
2028,BRA,Archery,Mixed Team,Luiza Sliachticas,athlete,0.30405778179574033,0.174758708749963,0,0,0,0.0
2028,AUS,Archery,Mixed Team,Laura Paeglis,athlete,0.3003844256373894,0.1475818533713373,0,0,0,0.0
2028,MDA,Archery,Mixed Team,Alexandra Mirca,athlete,0.29785306071039175,0.17620464153686083,0,0,0,0.0
2028,INA,Archery,Mixed Team,Arif Pangestu,athlete,0.2845125954717401,0.15903572671595886,0,0,0,0.0
2028,CAN,Archery,Mixed Team,Eric Peters,athlete,0.23392755110817873,0.1695992318607481,0,0,0,0.0
2028,CAN,Archery,Mixed Team,Virginie Chenier,athlete,0.221459640252553,0.1586819414241657,0,0,0,0.0
2028,IND,Archery,Mixed Team,Dhiraj Bommadevara,athlete,0.1961058073826808,0.16549047200829556,0,0,0,0.0
2028,IND,Archery,Mixed Team,Ankita Bhakat,athlete,0.193719695067942,0.13876199182491855,0,0,0,0.0
2028,KOR,Archery,Women's Individual,Sihyeon Lim,athlete,0.9108326221490541,0.9289100064945819,2,2,3,3.0
2028,KOR,Archery,Women's Individual,Suhyeon Nam,athlete,0.8019891756819854,0.7840823536895378,1,0,2,2.0
2028,GER,Archery,Women's Individual,Michelle Kroppen,athlete,0.5333806674715421,0.161130563308613,2,0,2,0.6
2028,FRA,Archery,Women's Individual,Lisa Barbelin,athlete,0.5060494636769558,0.1408131465584821,1,0,1,0.25
2028,KOR,Archery,Women's Individual,Hunyoung Jeon,athlete,0.47147576050921974,0.4415845172560403,0,0,0,0.0
2028,GER,Archery,Women's Individual,Charline Schwarz,athlete,0.4396900771599263,0.09567969157228084,1,0,1,0.3333333333333333
2028,MEX,Archery,Women's Individual,Alejandra Valencia,athlete,0.40756329170229383,0.1348140258906559,1,0,1,0.2
2028,USA,Archery,Women's Individual,Casey Kaufhold,athlete,0.406463703099546,0.24116327137219065,1,0,1,0.25
2028,USA,Archery,Women's Individual,Catalina Gnoriega,athlete,0.31778140760313695,0.22690193049538734,0,0,0,0.0
2028,USA,Archery,Women's Individual,Jennifer Mucino,athlete,0.31778140760313695,0.22690193049538734,0,0,0,0.0
2028,FRA,Archery,Women's Individual,Amelie Cordeau,athlete,0.3124787153262889,0.07785375061883643,0,0,0,0.0
2028,FRA,Archery,Women's Individual,Caroline Lopez,athlete,0.3124787153262889,0.07785375061883643,0,0,0,0.0
2028,CHN,Archery,Women's Individual,Jiaman Li,athlete,0.28801889693068117,0.05617922585434616,0,0,0,0.0
2028,CHN,Archery,Women's Individual,Qixuan An,athlete,0.28801889693068117,0.05617922585434616,0,0,0,0.0
2028,CHN,Archery,Women's Individual,Xiaolei Yang,athlete,0.28801889693068117,0.05617922585434616,0,0,0,0.0
